elapsed_s,phase,rot_x_100,rot_y_100,lin_x_100,lin_y_100,pen,bias_z_100,num_fields,line_kind,raw
0.247615,0,,,,,,,5,text,"9.09,-62.24,-124.89,0,938.50"
0.258144,0,-1.73,7.99,-61.04,-125.13,0,938.50,6,imu,"-1.73,7.99,-61.04,-125.13,0,938.50"
0.271180,0,-0.51,5.05,-56.74,-125.85,0,938.50,6,imu,"-0.51,5.05,-56.74,-125.85,0,938.50"
0.281419,0,-0.27,4.20,-45.85,-122.02,0,938.50,6,imu,"-0.27,4.20,-45.85,-122.02,0,938.50"
0.294498,0,-1.12,6.64,-29.70,-128.60,0,938.50,6,imu,"-1.12,6.64,-29.70,-128.60,0,938.50"
0.307552,0,-1.00,6.28,-14.62,-124.65,0,938.50,6,imu,"-1.00,6.28,-14.62,-124.65,0,938.50"
0.318029,0,-1.37,5.18,-16.18,-125.61,0,938.50,6,imu,"-1.37,5.18,-16.18,-125.61,0,938.50"
0.330851,0,-1.12,6.76,-44.65,-120.95,0,938.50,6,imu,"-1.12,6.76,-44.65,-120.95,0,938.50"
0.341350,0,-0.88,7.62,-59.97,-108.26,0,938.50,6,imu,"-0.88,7.62,-59.97,-108.26,0,938.50"
0.354111,0,-1.24,8.11,-58.89,-118.19,0,938.50,6,imu,"-1.24,8.11,-58.89,-118.19,0,938.50"
0.367072,0,1.20,6.64,-55.30,-126.81,0,938.50,6,imu,"1.20,6.64,-55.30,-126.81,0,938.50"
0.377598,0,1.20,6.89,-55.90,-119.87,0,938.50,6,imu,"1.20,6.89,-55.90,-119.87,0,938.50"
0.390579,0,0.59,8.60,-49.92,-118.79,0,938.50,6,imu,"0.59,8.60,-49.92,-118.79,0,938.50"
0.400807,0,,,,,,,2,text,"0.10,9.8"
0.400897,0,,,,,,,2,text,"2,-34."
0.401120,0,,,,,,,4,text,"48,-119.51,0,938.50"
0.414088,0,-0.14,6.03,0.69,-118.91,0,938.50,6,imu,"-0.14,6.03,0.69,-118.91,0,938.50"
0.426699,0,-0.63,5.42,-18.33,-114.13,0,938.50,6,imu,"-0.63,5.42,-18.33,-114.13,0,938.50"
0.437206,0,-1.12,5.42,-42.86,-110.06,0,938.50,6,imu,"-1.12,5.42,-42.86,-110.06,0,938.50"
0.449789,0,-0.75,4.44,-61.04,-107.19,0,938.50,6,imu,"-0.75,4.44,-61.04,-107.19,0,938.50"
0.462838,0,-0.02,2.85,-56.14,-103.00,0,938.50,6,imu,"-0.02,2.85,-56.14,-103.00,0,938.50"
0.475372,0,-0.27,2.85,-40.71,-100.49,0,938.50,6,imu,"-0.27,2.85,-40.71,-100.49,0,938.50"
0.485869,0,-1.98,3.83,-30.18,-119.39,0,938.50,6,imu,"-1.98,3.83,-30.18,-119.39,0,938.50"
0.498917,0,-1.61,3.10,-30.18,-113.89,0,938.50,6,imu,"-1.61,3.10,-30.18,-113.89,0,938.50"
0.509373,0,-1.73,2.61,-30.06,-108.38,0,938.50,6,imu,"-1.73,2.61,-30.06,-108.38,0,938.50"
0.522290,0,-2.22,3.59,-30.89,-114.96,0,938.50,6,imu,"-2.22,3.59,-30.89,-114.96,0,938.50"
0.535285,0,-1.00,1.39,-41.78,-118.07,0,938.50,6,imu,"-1.00,1.39,-41.78,-118.07,0,938.50"
0.545778,0,-0.51,0.90,-45.37,-115.92,0,938.50,6,imu,"-0.51,0.90,-45.37,-115.92,0,938.50"
0.558813,0,-0.14,0.66,-48.00,-118.91,0,938.50,6,imu,"-0.14,0.66,-48.00,-118.91,0,938.50"
0.569332,0,0.47,1.27,-27.78,-107.55,0,938.50,6,imu,"0.47,1.27,-27.78,-107.55,0,938.50"
0.582350,0,-1.00,1.51,-25.27,-102.16,0,938.50,6,imu,"-1.00,1.51,-25.27,-102.16,0,938.50"
0.595398,0,-2.71,3.95,-26.47,-120.23,0,938.50,6,imu,"-2.71,3.95,-26.47,-120.23,0,938.50"
0.605786,0,-2.10,4.44,-36.88,-111.49,0,938.50,6,imu,"-2.10,4.44,-36.88,-111.49,0,938.50"
0.618552,0,-2.10,4.44,-42.38,-104.56,0,938.50,6,imu,"-2.10,4.44,-42.38,-104.56,0,938.50"
0.628769,0,,,,,,,2,text,"-1.61,"
0.628896,0,,,,,,,5,text,"2.49,-47.29,-108.74,0,"
0.628962,0,,,,,,,1,text,938.50
0.641588,0,-0.14,1.76,-44.89,-113.05,0,938.50,6,imu,"-0.14,1.76,-44.89,-113.05,0,938.50"
0.654003,0,0.22,1.14,-47.88,-114.25,0,938.50,6,imu,"0.22,1.14,-47.88,-114.25,0,938.50"
0.667037,0,0.71,1.76,-44.41,-113.77,0,938.50,6,imu,"0.71,1.76,-44.41,-113.77,0,938.50"
0.677531,0,0.59,0.41,-24.79,-110.06,0,938.50,6,imu,"0.59,0.41,-24.79,-110.06,0,938.50"
0.690502,0,-1.61,0.90,-20.01,-125.01,0,938.50,6,imu,"-1.61,0.90,-20.01,-125.01,0,938.50"
0.703569,0,-1.37,2.24,-35.92,-121.30,0,938.50,6,imu,"-1.37,2.24,-35.92,-121.30,0,938.50"
0.714065,0,-0.63,2.73,-49.80,-111.97,0,938.50,6,imu,"-0.63,2.73,-49.80,-111.97,0,938.50"
0.726967,0,-0.51,2.49,-41.30,-105.51,0,938.50,6,imu,"-0.51,2.49,-41.30,-105.51,0,938.50"
0.737427,0,-0.27,2.12,-36.76,-111.97,0,938.50,6,imu,"-0.27,2.12,-36.76,-111.97,0,938.50"
0.750463,0,0.22,2.73,-38.55,-112.21,0,938.50,6,imu,"0.22,2.73,-38.55,-112.21,0,938.50"
0.763495,0,-0.63,1.39,-12.11,-115.56,0,938.50,6,imu,"-0.63,1.39,-12.11,-115.56,0,938.50"
0.773182,0,-0.39,0.90,-18.69,-112.33,0,938.50,6,imu,"-0.39,0.90,-18.69,-112.33,0,938.50"
0.786215,0,-0.39,1.27,-37.71,-106.23,0,938.50,6,imu,"-0.39,1.27,-37.71,-106.23,0,938.50"
0.799118,0,-0.75,2.49,-50.87,-103.72,0,938.50,6,imu,"-0.75,2.49,-50.87,-103.72,0,938.50"
0.808891,0,,,,,,,6,text,"-0.02,1.27,-42.38,-112.57,0,"
0.808960,0,,,,,,,1,text,938.50
0.821892,0,1.08,-0.69,-47.64,-107.31,0,938.50,6,imu,"1.08,-0.69,-47.64,-107.31,0,938.50"
0.834875,0,0.83,0.17,-52.91,-104.91,0,938.50,6,imu,"0.83,0.17,-52.91,-104.91,0,938.50"
0.845375,0,-0.02,2.61,-14.98,-113.05,0,938.50,6,imu,"-0.02,2.61,-14.98,-113.05,0,938.50"
0.858369,0,0.47,-1.30,-1.34,-118.91,0,938.50,6,imu,"0.47,-1.30,-1.34,-118.91,0,938.50"
0.871109,0,0.35,-1.05,-7.68,-116.64,0,938.50,6,imu,"0.35,-1.05,-7.68,-116.64,0,938.50"
0.881594,0,-1.12,3.47,-40.35,-115.44,0,938.50,6,imu,"-1.12,3.47,-40.35,-115.44,0,938.50"
0.894627,0,-0.75,2.85,-47.41,-120.35,0,938.50,6,imu,"-0.75,2.85,-47.41,-120.35,0,938.50"
0.905104,0,0.47,0.53,-54.94,-115.92,0,938.50,6,imu,"0.47,0.53,-54.94,-115.92,0,938.50"
0.918091,0,0.83,0.53,-50.52,-116.04,0,938.50,6,imu,"0.83,0.53,-50.52,-116.04,0,938.50"
0.931082,0,0.83,2.37,-27.43,-119.39,0,938.50,6,imu,"0.83,2.37,-27.43,-119.39,0,938.50"
0.941541,0,1.20,0.78,-17.14,-113.53,0,938.50,6,imu,"1.20,0.78,-17.14,-113.53,0,938.50"
0.954545,0,0.35,2.37,-15.94,-115.32,0,938.50,6,imu,"0.35,2.37,-15.94,-115.32,0,938.50"
0.964730,0,,,,,,,1,text,-0.
0.964900,0,,,,,,,3,text,"27,4.81,-20.2"
0.965108,0,,,,,,,4,text,"5,-110.18,0,938.50"
0.978130,0,-0.63,5.30,-20.25,-107.31,0,938.50,6,imu,"-0.63,5.30,-20.25,-107.31,0,938.50"
0.991133,0,-0.75,4.20,-26.59,-101.56,0,938.50,6,imu,"-0.75,4.20,-26.59,-101.56,0,938.50"
1.001608,0,-1.73,5.79,-26.11,-97.02,0,938.50,6,imu,"-1.73,5.79,-26.11,-97.02,0,938.50"
1.014551,0,-1.61,3.47,-17.26,-101.56,0,938.50,6,imu,"-1.61,3.47,-17.26,-101.56,0,938.50"
1.024792,0,,,,,,,2,text,"-1.12,"
1.025103,0,,,,,,,5,text,"1.27,-15.46,-103.12,0,938.50"
1.038139,0,-1.73,0.90,-29.94,-102.88,0,938.50,6,imu,"-1.73,0.90,-29.94,-102.88,0,938.50"
1.051117,0,-1.37,2.85,-36.40,-104.08,0,938.50,6,imu,"-1.37,2.85,-36.40,-104.08,0,938.50"
1.061607,0,-1.00,2.37,-37.59,-104.67,0,938.50,6,imu,"-1.00,2.37,-37.59,-104.67,0,938.50"
1.074648,0,-0.51,0.66,-36.28,-109.46,0,938.50,6,imu,"-0.51,0.66,-36.28,-109.46,0,938.50"
1.085695,0,-1.24,1.02,-21.44,-110.54,0,938.50,6,imu,"-1.24,1.02,-21.44,-110.54,0,938.50"
1.098731,0,-1.61,2.73,-19.29,-113.41,0,938.50,6,imu,"-1.61,2.73,-19.29,-113.41,0,938.50"
1.109227,0,-1.24,2.98,-22.40,-112.33,0,938.50,6,imu,"-1.24,2.98,-22.40,-112.33,0,938.50"
1.122233,0,-1.00,1.76,-25.63,-105.75,0,938.50,6,imu,"-1.00,1.76,-25.63,-105.75,0,938.50"
1.135228,0,-1.61,3.22,-27.90,-107.43,0,938.50,6,imu,"-1.61,3.22,-27.90,-107.43,0,938.50"
1.145205,0,-1.49,4.08,-34.24,-109.70,0,938.50,6,imu,"-1.49,4.08,-34.24,-109.70,0,938.50"
1.158175,0,-1.24,2.73,-39.99,-98.93,0,938.50,6,imu,"-1.24,2.73,-39.99,-98.93,0,938.50"
1.171195,0,-1.49,2.73,-36.16,-104.20,0,938.50,6,imu,"-1.49,2.73,-36.16,-104.20,0,938.50"
1.181699,0,-1.24,2.73,-32.09,-107.55,0,938.50,6,imu,"-1.24,2.73,-32.09,-107.55,0,938.50"
1.194522,0,-0.51,2.00,-27.31,-101.92,0,938.50,6,imu,"-0.51,2.00,-27.31,-101.92,0,938.50"
1.204815,0,,,,,,,3,text,"-1.73,0.41,-"
1.207616,0,,,,,,,4,text,"21.08,-102.16,0,938.50"
1.218148,0,-2.22,1.76,-25.63,-104.20,0,938.50,6,imu,"-2.22,1.76,-25.63,-104.20,0,938.50"
1.231196,0,-1.98,1.63,-33.89,-103.12,0,938.50,6,imu,"-1.98,1.63,-33.89,-103.12,0,938.50"
1.241342,0,-1.61,-0.08,-37.71,-100.73,0,938.50,6,imu,"-1.61,-0.08,-37.71,-100.73,0,938.50"
1.254392,0,-1.49,-0.08,-38.31,-103.00,0,938.50,6,imu,"-1.49,-0.08,-38.31,-103.00,0,938.50"
1.267224,0,-1.49,0.41,-35.80,-104.32,0,938.50,6,imu,"-1.49,0.41,-35.80,-104.32,0,938.50"
1.277624,0,-1.12,-0.44,-25.03,-108.62,0,938.50,6,imu,"-1.12,-0.44,-25.03,-108.62,0,938.50"
1.290637,0,-1.61,0.66,-12.47,-111.61,0,938.50,6,imu,"-1.61,0.66,-12.47,-111.61,0,938.50"
1.303390,0,-1.61,0.66,-9.60,-117.60,0,938.50,6,imu,"-1.61,0.66,-9.60,-117.60,0,938.50"
1.313846,0,-1.49,1.63,-25.51,-112.93,0,938.50,6,imu,"-1.49,1.63,-25.51,-112.93,0,938.50"
1.326869,0,-1.37,3.34,-33.41,-109.46,0,938.50,6,imu,"-1.37,3.34,-33.41,-109.46,0,938.50"
1.337324,0,-1.12,3.59,-37.00,-105.87,0,938.50,6,imu,"-1.12,3.59,-37.00,-105.87,0,938.50"
1.350334,0,-0.63,3.10,-37.95,-103.60,0,938.50,6,imu,"-0.63,3.10,-37.95,-103.60,0,938.50"
1.362962,0,-0.02,2.49,-22.52,-98.57,0,938.50,6,imu,"-0.02,2.49,-22.52,-98.57,0,938.50"
1.373432,0,-0.75,2.85,-11.03,-105.03,0,938.50,6,imu,"-0.75,2.85,-11.03,-105.03,0,938.50"
1.386423,0,-1.12,3.47,-7.45,-103.48,0,938.50,6,imu,"-1.12,3.47,-7.45,-103.48,0,938.50"
1.399436,0,-1.37,3.22,-21.68,-104.44,0,938.50,6,imu,"-1.37,3.22,-21.68,-104.44,0,938.50"
1.409929,0,-1.37,2.24,-23.36,-101.44,0,938.50,6,imu,"-1.37,2.24,-23.36,-101.44,0,938.50"
1.422967,0,-1.49,2.24,-29.58,-103.84,0,938.50,6,imu,"-1.49,2.24,-29.58,-103.84,0,938.50"
1.433431,0,-0.14,2.00,-39.99,-106.83,0,938.50,6,imu,"-0.14,2.00,-39.99,-106.83,0,938.50"
1.446428,0,0.22,1.76,-37.24,-102.76,0,938.50,6,imu,"0.22,1.76,-37.24,-102.76,0,938.50"
1.459446,0,0.22,0.17,-24.08,-98.81,0,938.50,6,imu,"0.22,0.17,-24.08,-98.81,0,938.50"
1.469952,0,-0.51,-0.57,-12.95,-100.13,0,938.50,6,imu,"-0.51,-0.57,-12.95,-100.13,0,938.50"
1.482949,0,-1.24,2.00,-19.65,-104.44,0,938.50,6,imu,"-1.24,2.00,-19.65,-104.44,0,938.50"
1.493390,0,-1.37,2.49,-23.12,-99.77,0,938.50,6,imu,"-1.37,2.49,-23.12,-99.77,0,938.50"
1.506394,0,-1.85,2.24,-21.32,-102.76,0,938.50,6,imu,"-1.85,2.24,-21.32,-102.76,0,938.50"
1.516674,0,,,,,,,2,text,"-1.85,2."
1.516743,0,,,,,,,2,text,"24,"
1.519556,0,,,,,,,4,text,"-29.70,-103.12,0,938.50"
1.530039,0,-1.61,2.12,-32.69,-105.39,0,938.50,6,imu,"-1.61,2.12,-32.69,-105.39,0,938.50"
1.543043,0,-0.88,0.78,-27.78,-105.87,0,938.50,6,imu,"-0.88,0.78,-27.78,-105.87,0,938.50"
1.553577,0,-0.75,-1.18,-18.81,-104.08,0,938.50,6,imu,"-0.75,-1.18,-18.81,-104.08,0,938.50"
1.566302,0,-1.24,0.53,-17.73,-108.26,0,938.50,6,imu,"-1.24,0.53,-17.73,-108.26,0,938.50"
1.579320,0,-0.88,1.39,-20.13,-110.66,0,938.50,6,imu,"-0.88,1.39,-20.13,-110.66,0,938.50"
1.589773,0,-0.39,1.76,-30.42,-90.32,0,938.50,6,imu,"-0.39,1.76,-30.42,-90.32,0,938.50"
1.602757,0,-1.73,2.49,-35.44,-100.25,0,938.50,6,imu,"-1.73,2.49,-35.44,-100.25,0,938.50"
1.613230,0,-1.12,2.12,-24.55,-106.47,0,938.50,6,imu,"-1.12,2.12,-24.55,-106.47,0,938.50"
1.626224,0,-0.63,1.51,-17.02,-102.52,0,938.50,6,imu,"-0.63,1.51,-17.02,-102.52,0,938.50"
1.639259,0,-0.63,1.88,-28.74,-101.92,0,938.50,6,imu,"-0.63,1.88,-28.74,-101.92,0,938.50"
1.649718,0,-0.63,1.51,-28.74,-101.92,0,938.50,6,imu,"-0.63,1.51,-28.74,-101.92,0,938.50"
1.662574,0,-0.51,1.39,-23.72,-104.56,0,938.50,6,imu,"-0.51,1.39,-23.72,-104.56,0,938.50"
1.672766,0,,,,,,,2,text,"-0.88,"
1.672872,0,,,,,,,2,text,"-0.44,-5"
1.675650,0,,,,,,,4,text,".29,-103.48,0,938.50"
1.686107,0,-1.85,2.12,-13.43,-106.71,0,938.50,6,imu,"-1.85,2.12,-13.43,-106.71,0,938.50"
1.699122,0,-1.85,3.22,-27.19,-102.64,0,938.50,6,imu,"-1.85,3.22,-27.19,-102.64,0,938.50"
1.708968,0,-1.61,3.10,-36.52,-99.53,0,938.50,6,imu,"-1.61,3.10,-36.52,-99.53,0,938.50"
1.721774,0,-1.12,0.29,-23.60,-108.62,0,938.50,6,imu,"-1.12,0.29,-23.60,-108.62,0,938.50"
1.734069,0,-0.63,0.53,-12.83,-104.20,0,938.50,6,imu,"-0.63,0.53,-12.83,-104.20,0,938.50"
1.746755,0,-1.37,2.12,-13.19,-97.62,0,938.50,6,imu,"-1.37,2.12,-13.19,-97.62,0,938.50"
1.756838,0,,,,,,,2,text,"-1.98,2.12"
1.759414,0,,,,,,,5,text,",-14.03,-111.25,0,938.50"
1.769643,0,-1.49,1.39,-18.81,-107.31,0,938.50,6,imu,"-1.49,1.39,-18.81,-107.31,0,938.50"
1.782414,0,-1.61,1.14,-14.98,-108.98,0,938.50,6,imu,"-1.61,1.14,-14.98,-108.98,0,938.50"
1.795110,0,-1.00,2.12,-14.86,-109.58,0,938.50,6,imu,"-1.00,2.12,-14.86,-109.58,0,938.50"
1.805331,0,-0.39,1.14,-24.08,-104.44,0,938.50,6,imu,"-0.39,1.14,-24.08,-104.44,0,938.50"
1.818100,0,-0.51,1.76,-33.17,-103.12,0,938.50,6,imu,"-0.51,1.76,-33.17,-103.12,0,938.50"
1.830865,0,-0.27,3.95,-35.92,-102.28,0,938.50,6,imu,"-0.27,3.95,-35.92,-102.28,0,938.50"
1.841067,0,-0.02,4.81,-32.57,-102.40,0,938.50,6,imu,"-0.02,4.81,-32.57,-102.40,0,938.50"
1.853528,0,0.10,5.18,-29.46,-104.08,0,938.50,6,imu,"0.10,5.18,-29.46,-104.08,0,938.50"
1.866200,0,0.22,5.18,-1.82,-102.04,0,938.50,6,imu,"0.22,5.18,-1.82,-102.04,0,938.50"
1.879060,0,-0.75,6.28,-1.22,-98.57,0,938.50,6,imu,"-0.75,6.28,-1.22,-98.57,0,938.50"
1.889317,0,-1.00,6.64,-8.76,-99.29,0,938.50,6,imu,"-1.00,6.64,-8.76,-99.29,0,938.50"
1.902098,0,-1.00,7.13,-19.41,-92.83,0,938.50,6,imu,"-1.00,7.13,-19.41,-92.83,0,938.50"
1.914790,0,-1.12,8.35,-29.94,-92.83,0,938.50,6,imu,"-1.12,8.35,-29.94,-92.83,0,938.50"
1.925042,0,-2.22,14.34,-33.29,-77.28,0,938.50,6,imu,"-2.22,14.34,-33.29,-77.28,0,938.50"
1.937831,0,-4.54,21.55,-30.42,-93.67,0,938.50,6,imu,"-4.54,21.55,-30.42,-93.67,0,938.50"
1.950610,0,-1.85,7.74,-30.42,-89.36,0,938.50,6,imu,"-1.85,7.74,-30.42,-89.36,0,938.50"
1.960759,0,,,,,,,2,text,"-2.83,"
1.963406,0,,,,,,,5,text,"12.14,-16.54,-89.60,0,938.50"
1.973620,0,-2.22,8.60,0.21,-98.57,0,938.50,6,imu,"-2.22,8.60,0.21,-98.57,0,938.50"
1.986410,0,-3.93,10.31,5.83,-94.03,0,938.50,6,imu,"-3.93,10.31,5.83,-94.03,0,938.50"
1.999227,0,-3.44,10.31,-4.10,-93.79,0,938.50,6,imu,"-3.44,10.31,-4.10,-93.79,0,938.50"
2.009487,0,-3.08,11.28,-24.31,-84.22,0,938.50,6,imu,"-3.08,11.28,-24.31,-84.22,0,938.50"
2.022307,0,-3.08,10.92,-41.18,-80.63,0,938.50,6,imu,"-3.08,10.92,-41.18,-80.63,0,938.50"
2.035238,0,-1.37,6.52,-29.22,-90.80,0,938.50,6,imu,"-1.37,6.52,-29.22,-90.80,0,938.50"
2.045205,0,-0.75,5.42,-18.21,-86.61,0,938.50,6,imu,"-0.75,5.42,-18.21,-86.61,0,938.50"
2.057988,0,-1.12,5.79,2.25,-82.78,0,938.50,6,imu,"-1.12,5.79,2.25,-82.78,0,938.50"
2.070960,0,-2.95,5.91,-1.22,-91.63,0,938.50,6,imu,"-2.95,5.91,-1.22,-91.63,0,938.50"
2.081514,0,-2.46,5.18,-17.97,-88.64,0,938.50,6,imu,"-2.46,5.18,-17.97,-88.64,0,938.50"
2.094387,0,-2.34,4.69,-28.74,-86.25,0,938.50,6,imu,"-2.34,4.69,-28.74,-86.25,0,938.50"
2.104678,0,,,,,,,1,text,-1.
2.104857,0,,,,,,,3,text,"73,4.56,-30.8"
2.107593,0,,,,,,,4,text,"9,-83.02,0,938.50"
2.118088,0,-1.37,4.44,-33.65,-87.57,0,938.50,6,imu,"-1.37,4.44,-33.65,-87.57,0,938.50"
2.131160,0,-0.27,3.34,-35.92,-88.52,0,938.50,6,imu,"-0.27,3.34,-35.92,-88.52,0,938.50"
2.141661,0,0.22,2.49,-32.33,-83.98,0,938.50,6,imu,"0.22,2.49,-32.33,-83.98,0,938.50"
2.154701,0,-0.02,4.56,-22.64,-80.39,0,938.50,6,imu,"-0.02,4.56,-22.64,-80.39,0,938.50"
2.167559,0,-0.39,4.93,-9.60,-78.23,0,938.50,6,imu,"-0.39,4.93,-9.60,-78.23,0,938.50"
2.178065,0,-0.88,3.95,8.11,-78.59,0,938.50,6,imu,"-0.88,3.95,8.11,-78.59,0,938.50"
2.191105,0,-2.59,4.81,-1.10,-78.35,0,938.50,6,imu,"-2.59,4.81,-1.10,-78.35,0,938.50"
2.201646,0,-2.59,4.20,-25.87,-72.85,0,938.50,6,imu,"-2.59,4.20,-25.87,-72.85,0,938.50"
2.214124,0,-2.34,3.47,-37.83,-73.57,0,938.50,6,imu,"-2.34,3.47,-37.83,-73.57,0,938.50"
2.227121,0,-0.63,0.78,-40.23,-80.99,0,938.50,6,imu,"-0.63,0.78,-40.23,-80.99,0,938.50"
2.237283,0,-0.02,0.78,-28.62,-82.30,0,938.50,6,imu,"-0.02,0.78,-28.62,-82.30,0,938.50"
2.250261,0,0.22,0.53,-12.83,-81.22,0,938.50,6,imu,"0.22,0.53,-12.83,-81.22,0,938.50"
2.263214,0,-0.88,1.14,2.13,-83.14,0,938.50,6,imu,"-0.88,1.14,2.13,-83.14,0,938.50"
2.273656,0,-1.12,1.51,2.96,-79.19,0,938.50,6,imu,"-1.12,1.51,2.96,-79.19,0,938.50"
2.286655,0,-1.85,1.63,-7.33,-75.00,0,938.50,6,imu,"-1.85,1.63,-7.33,-75.00,0,938.50"
2.297124,0,-2.46,3.10,-17.73,-75.72,0,938.50,6,imu,"-2.46,3.10,-17.73,-75.72,0,938.50"
2.310130,0,-1.37,2.24,-41.78,-79.91,0,938.50,6,imu,"-1.37,2.24,-41.78,-79.91,0,938.50"
2.323119,0,-0.02,-0.20,-45.61,-74.64,0,938.50,6,imu,"-0.02,-0.20,-45.61,-74.64,0,938.50"
2.333595,0,0.10,-0.69,-37.71,-76.80,0,938.50,6,imu,"0.10,-0.69,-37.71,-76.80,0,938.50"
2.346583,0,0.22,-1.30,-0.15,-79.43,0,938.50,6,imu,"0.22,-1.30,-0.15,-79.43,0,938.50"
2.356828,0,,,,,,,2,text,"-0.51,-1.79"
2.356923,0,,,,,,,3,text,",13.49,"
2.357102,0,,,,,,,3,text,"-75.60,0,938.50"
2.369897,0,-1.73,-1.05,8.59,-79.19,0,938.50,6,imu,"-1.73,-1.05,8.59,-79.19,0,938.50"
2.382704,0,-2.71,0.66,-24.31,-78.71,0,938.50,6,imu,"-2.71,0.66,-24.31,-78.71,0,938.50"
2.392844,0,,,,,,,3,text,"-2.46,1.27,-"
2.395447,0,,,,,,,4,text,"39.99,-79.07,0,938.50"
2.405678,0,-1.61,0.53,-49.20,-83.26,0,938.50,6,imu,"-1.61,0.53,-49.20,-83.26,0,938.50"
2.418467,0,-0.75,0.17,-47.29,-87.81,0,938.50,6,imu,"-0.75,0.17,-47.29,-87.81,0,938.50"
2.428619,0,,,,,,,2,text,"0.71,"
2.431271,0,,,,,,,5,text,"1.76,-25.87,-87.92,0,938.50"
2.441539,0,0.59,2.00,-1.46,-85.89,0,938.50,6,imu,"0.59,2.00,-1.46,-85.89,0,938.50"
2.454455,0,-0.02,1.02,19.47,-85.77,0,938.50,6,imu,"-0.02,1.02,19.47,-85.77,0,938.50"
2.464754,0,,,,,,,4,text,"-1.98,2.85,8.23,"
2.464805,0,,,,,,,1,text,-79.4
2.467417,0,,,,,,,3,text,"3,0,938.50"
2.477755,0,-2.22,3.95,-23.96,-76.80,0,938.50,6,imu,"-2.22,3.95,-23.96,-76.80,0,938.50"
2.490594,0,-1.73,3.10,-49.68,-67.35,0,938.50,6,imu,"-1.73,3.10,-49.68,-67.35,0,938.50"
2.500838,0,,,,,,,2,text,"-0.02,-0.6"
2.501118,0,,,,,,,5,text,"9,-50.64,-71.29,0,938.50"
2.514156,0,0.83,-1.54,-42.74,-74.53,0,938.50,6,imu,"0.83,-1.54,-42.74,-74.53,0,938.50"
2.527197,0,1.20,-1.18,-27.66,-76.32,0,938.50,6,imu,"1.20,-1.18,-27.66,-76.32,0,938.50"
2.537671,0,0.71,-0.81,15.29,-80.51,0,938.50,6,imu,"0.71,-0.81,15.29,-80.51,0,938.50"
2.550670,0,-1.49,-1.05,21.99,-82.66,0,938.50,6,imu,"-1.49,-1.05,21.99,-82.66,0,938.50"
2.561140,0,-2.34,0.04,7.87,-83.74,0,938.50,6,imu,"-2.34,0.04,7.87,-83.74,0,938.50"
2.574133,0,-2.95,1.14,-18.21,-82.78,0,938.50,6,imu,"-2.95,1.14,-18.21,-82.78,0,938.50"
