elapsed_s,phase,rot_x_100,rot_y_100,lin_x_100,lin_y_100,pen,bias_z_100,num_fields,line_kind,raw
2.587034,0,-1.49,0.29,-44.06,-83.74,0,938.50,6,imu,"-1.49,0.29,-44.06,-83.74,0,938.50"
2.597512,0,-0.14,-2.03,-45.01,-79.19,0,938.50,6,imu,"-0.14,-2.03,-45.01,-79.19,0,938.50"
2.610516,0,0.22,-1.79,-39.63,-83.26,0,938.50,6,imu,"0.22,-1.79,-39.63,-83.26,0,938.50"
2.623286,0,-0.14,-0.32,-15.70,-81.70,0,938.50,6,imu,"-0.14,-0.32,-15.70,-81.70,0,938.50"
2.633733,0,-0.39,-1.42,-3.98,-85.05,0,938.50,6,imu,"-0.39,-1.42,-3.98,-85.05,0,938.50"
2.646731,0,-1.12,-1.30,2.01,-84.93,0,938.50,6,imu,"-1.12,-1.30,2.01,-84.93,0,938.50"
2.657195,0,-2.46,-0.32,-17.14,-73.45,0,938.50,6,imu,"-2.46,-0.32,-17.14,-73.45,0,938.50"
2.670192,0,-2.83,2.85,-31.61,-74.53,0,938.50,6,imu,"-2.83,2.85,-31.61,-74.53,0,938.50"
2.683218,0,-2.34,2.24,-41.18,-79.43,0,938.50,6,imu,"-2.34,2.24,-41.18,-79.43,0,938.50"
2.693681,0,-1.12,1.14,-44.06,-77.16,0,938.50,6,imu,"-1.12,1.14,-44.06,-77.16,0,938.50"
2.706692,0,0.10,-0.81,-28.86,-83.86,0,938.50,6,imu,"0.10,-0.81,-28.86,-83.86,0,938.50"
2.717161,0,0.47,-0.69,-20.85,-86.73,0,938.50,6,imu,"0.47,-0.69,-20.85,-86.73,0,938.50"
2.730177,0,0.35,-0.57,-3.62,-88.04,0,938.50,6,imu,"0.35,-0.57,-3.62,-88.04,0,938.50"
2.743152,0,-0.75,-0.57,4.28,-89.96,0,938.50,6,imu,"-0.75,-0.57,4.28,-89.96,0,938.50"
2.753635,0,-1.49,1.27,-16.66,-88.88,0,938.50,6,imu,"-1.49,1.27,-16.66,-88.88,0,938.50"
2.766625,0,-1.73,2.98,-37.00,-85.65,0,938.50,6,imu,"-1.73,2.98,-37.00,-85.65,0,938.50"
2.777080,0,-0.75,2.00,-39.15,-80.63,0,938.50,6,imu,"-0.75,2.00,-39.15,-80.63,0,938.50"
2.790065,0,-0.02,0.29,-31.97,-80.39,0,938.50,6,imu,"-0.02,0.29,-31.97,-80.39,0,938.50"
2.802620,0,0.10,0.66,-26.11,-82.54,0,938.50,6,imu,"0.10,0.66,-26.11,-82.54,0,938.50"
2.813117,0,-0.02,2.24,-20.13,-76.32,0,938.50,6,imu,"-0.02,2.24,-20.13,-76.32,0,938.50"
2.826083,0,-0.88,0.29,1.29,-77.40,0,938.50,6,imu,"-0.88,0.29,1.29,-77.40,0,938.50"
2.839058,0,-1.24,0.41,-1.58,-78.47,0,938.50,6,imu,"-1.24,0.41,-1.58,-78.47,0,938.50"
2.849506,0,-1.73,0.66,-11.63,-77.88,0,938.50,6,imu,"-1.73,0.66,-11.63,-77.88,0,938.50"
2.862476,0,-1.73,0.66,-32.57,-83.62,0,938.50,6,imu,"-1.73,0.66,-32.57,-83.62,0,938.50"
2.872672,0,,,,,,,1,text,-0.75
2.875510,0,,,,,,,6,text,",-0.57,-40.11,-80.15,0,938.50"
2.885984,0,-0.51,-0.20,-43.94,-77.28,0,938.50,6,imu,"-0.51,-0.20,-43.94,-77.28,0,938.50"
2.898807,0,-0.02,1.88,-32.33,-88.40,0,938.50,6,imu,"-0.02,1.88,-32.33,-88.40,0,938.50"
2.908698,0,,,,,,,3,text,"0.10,0.66,-16."
2.908741,0,,,,,,,2,text,"90,-82"
2.911401,0,,,,,,,3,text,".66,0,938.50"
2.921831,0,-0.63,0.04,-4.33,-91.51,0,938.50,6,imu,"-0.63,0.04,-4.33,-91.51,0,938.50"
2.934791,0,-1.24,1.27,3.80,-89.96,0,938.50,6,imu,"-1.24,1.27,3.80,-89.96,0,938.50"
2.945257,0,-1.85,3.22,-11.75,-79.55,0,938.50,6,imu,"-1.85,3.22,-11.75,-79.55,0,938.50"
2.958300,0,-2.22,4.08,-30.54,-78.59,0,938.50,6,imu,"-2.22,4.08,-30.54,-78.59,0,938.50"
2.971265,0,-1.61,2.98,-44.53,-76.56,0,938.50,6,imu,"-1.61,2.98,-44.53,-76.56,0,938.50"
2.981727,0,0.10,-0.44,-33.65,-75.96,0,938.50,6,imu,"0.10,-0.44,-33.65,-75.96,0,938.50"
2.994764,0,-0.14,0.17,-23.72,-77.40,0,938.50,6,imu,"-0.14,0.17,-23.72,-77.40,0,938.50"
3.005222,0,-0.39,1.14,-13.19,-79.91,0,938.50,6,imu,"-0.39,1.14,-13.19,-79.91,0,938.50"
3.017825,0,-1.49,0.41,5.24,-78.71,0,938.50,6,imu,"-1.49,0.41,5.24,-78.71,0,938.50"
3.030851,0,-2.34,0.78,-0.98,-82.42,0,938.50,6,imu,"-2.34,0.78,-0.98,-82.42,0,938.50"
3.041313,0,-2.46,1.63,-19.89,-79.67,0,938.50,6,imu,"-2.46,1.63,-19.89,-79.67,0,938.50"
3.054308,0,-1.85,1.51,-42.02,-82.78,0,938.50,6,imu,"-1.85,1.51,-42.02,-82.78,0,938.50"
3.067204,0,-0.88,-0.20,-40.11,-83.26,0,938.50,6,imu,"-0.88,-0.20,-40.11,-83.26,0,938.50"
3.077502,0,-0.14,-0.44,-34.72,-87.21,0,938.50,6,imu,"-0.14,-0.44,-34.72,-87.21,0,938.50"
3.090518,0,0.35,0.04,-25.39,-89.24,0,938.50,6,imu,"0.35,0.04,-25.39,-89.24,0,938.50"
3.103521,0,-0.75,0.29,10.02,-89.00,0,938.50,6,imu,"-0.75,0.29,10.02,-89.00,0,938.50"
3.113989,0,-1.61,0.41,8.83,-88.16,0,938.50,6,imu,"-1.61,0.41,8.83,-88.16,0,938.50"
3.127020,0,-2.22,1.76,-4.81,-83.26,0,938.50,6,imu,"-2.22,1.76,-4.81,-83.26,0,938.50"
3.137496,0,-1.98,3.59,-37.48,-81.46,0,938.50,6,imu,"-1.98,3.59,-37.48,-81.46,0,938.50"
3.150534,0,-1.00,2.12,-41.66,-75.24,0,938.50,6,imu,"-1.00,2.12,-41.66,-75.24,0,938.50"
3.160789,0,,,,,,,3,text,"-0.63,1.51,"
3.161042,0,,,,,,,4,text,"-36.88,-76.56,0,938.50"
3.174024,0,0.47,1.39,-33.05,-77.40,0,938.50,6,imu,"0.47,1.39,-33.05,-77.40,0,938.50"
3.187026,0,0.22,1.63,-20.13,-77.16,0,938.50,6,imu,"0.22,1.63,-20.13,-77.16,0,938.50"
3.197484,0,-0.39,0.29,5.12,-77.64,0,938.50,6,imu,"-0.39,0.29,5.12,-77.64,0,938.50"
3.210386,0,-1.37,-0.69,7.03,-83.26,0,938.50,6,imu,"-1.37,-0.69,7.03,-83.26,0,938.50"
3.223399,0,-2.22,1.02,-17.85,-82.30,0,938.50,6,imu,"-2.22,1.02,-17.85,-82.30,0,938.50"
3.233897,0,-1.98,1.27,-39.51,-78.35,0,938.50,6,imu,"-1.98,1.27,-39.51,-78.35,0,938.50"
3.246916,0,-1.49,1.14,-47.17,-77.76,0,938.50,6,imu,"-1.49,1.14,-47.17,-77.76,0,938.50"
3.257379,0,-0.39,0.66,-35.08,-77.88,0,938.50,6,imu,"-0.39,0.66,-35.08,-77.88,0,938.50"
3.270075,0,0.10,0.90,-23.96,-81.46,0,938.50,6,imu,"0.10,0.90,-23.96,-81.46,0,938.50"
3.283065,0,0.10,-0.57,-10.44,-83.50,0,938.50,6,imu,"0.10,-0.57,-10.44,-83.50,0,938.50"
3.293522,0,-1.85,1.39,2.96,-87.09,0,938.50,6,imu,"-1.85,1.39,2.96,-87.09,0,938.50"
3.306423,0,-2.59,2.85,-0.39,-85.65,0,938.50,6,imu,"-2.59,2.85,-0.39,-85.65,0,938.50"
3.316646,0,,,,,,,2,text,"-2.83,"
3.319459,0,,,,,,,5,text,"3.59,-13.43,-83.98,0,938.50"
3.329962,0,-1.24,2.49,-39.99,-82.54,0,938.50,6,imu,"-1.24,2.49,-39.99,-82.54,0,938.50"
3.342950,0,-0.51,0.78,-38.19,-83.62,0,938.50,6,imu,"-0.51,0.78,-38.19,-83.62,0,938.50"
3.353419,0,0.59,0.29,-26.95,-84.81,0,938.50,6,imu,"0.59,0.29,-26.95,-84.81,0,938.50"
3.366399,0,0.96,0.29,-14.26,-85.89,0,938.50,6,imu,"0.96,0.29,-14.26,-85.89,0,938.50"
3.376630,0,,,,,,,2,text,"0.47,1."
3.379408,0,,,,,,,5,text,"39,4.52,-83.14,0,938.50"
3.389892,0,-0.27,1.51,-4.45,-77.64,0,938.50,6,imu,"-0.27,1.51,-4.45,-77.64,0,938.50"
3.402914,0,-1.00,1.76,-19.77,-74.53,0,938.50,6,imu,"-1.00,1.76,-19.77,-74.53,0,938.50"
3.413369,0,-0.51,-0.08,-28.26,-74.64,0,938.50,6,imu,"-0.51,-0.08,-28.26,-74.64,0,938.50"
3.426366,0,-0.39,-0.69,-27.54,-73.81,0,938.50,6,imu,"-0.39,-0.69,-27.54,-73.81,0,938.50"
3.439448,0,-0.02,-0.93,-26.83,-77.76,0,938.50,6,imu,"-0.02,-0.93,-26.83,-77.76,0,938.50"
3.449812,0,-0.63,-0.32,-16.90,-73.57,0,938.50,6,imu,"-0.63,-0.32,-16.90,-73.57,0,938.50"
3.462343,0,-1.24,-1.05,-10.91,-81.70,0,938.50,6,imu,"-1.24,-1.05,-10.91,-81.70,0,938.50"
3.475051,0,-1.37,-0.81,-9.72,-87.09,0,938.50,6,imu,"-1.37,-0.81,-9.72,-87.09,0,938.50"
3.485447,0,-1.61,0.04,-12.83,-86.73,0,938.50,6,imu,"-1.61,0.04,-12.83,-86.73,0,938.50"
3.498350,0,-1.61,1.88,-30.06,-89.24,0,938.50,6,imu,"-1.61,1.88,-30.06,-89.24,0,938.50"
3.511326,0,-0.88,1.76,-35.80,-88.40,0,938.50,6,imu,"-0.88,1.76,-35.80,-88.40,0,938.50"
3.521830,0,-0.14,0.53,-34.84,-83.62,0,938.50,6,imu,"-0.14,0.53,-34.84,-83.62,0,938.50"
3.534577,0,-0.39,0.53,-22.64,-82.30,0,938.50,6,imu,"-0.39,0.53,-22.64,-82.30,0,938.50"
3.545092,0,-0.51,0.66,-10.56,-84.46,0,938.50,6,imu,"-0.51,0.66,-10.56,-84.46,0,938.50"
3.558100,0,-0.51,-0.32,2.01,-82.30,0,938.50,6,imu,"-0.51,-0.32,2.01,-82.30,0,938.50"
3.570647,0,-1.49,0.41,0.45,-78.83,0,938.50,6,imu,"-1.49,0.41,0.45,-78.83,0,938.50"
3.581169,0,-1.85,0.66,-12.35,-81.11,0,938.50,6,imu,"-1.85,0.66,-12.35,-81.11,0,938.50"
3.594192,0,-1.49,0.66,-25.39,-83.14,0,938.50,6,imu,"-1.49,0.66,-25.39,-83.14,0,938.50"
3.607204,0,-0.63,-0.08,-31.73,-79.19,0,938.50,6,imu,"-0.63,-0.08,-31.73,-79.19,0,938.50"
3.617656,0,-0.51,0.04,-28.86,-83.74,0,938.50,6,imu,"-0.51,0.04,-28.86,-83.74,0,938.50"
3.630703,0,-0.39,-0.08,-17.61,-81.82,0,938.50,6,imu,"-0.39,-0.08,-17.61,-81.82,0,938.50"
3.641193,0,-1.00,-0.57,-13.19,-80.63,0,938.50,6,imu,"-1.00,-0.57,-13.19,-80.63,0,938.50"
3.654168,0,-2.22,1.63,-14.74,-88.88,0,938.50,6,imu,"-2.22,1.63,-14.74,-88.88,0,938.50"
3.667203,0,-1.73,1.27,-26.23,-85.17,0,938.50,6,imu,"-1.73,1.27,-26.23,-85.17,0,938.50"
3.677666,0,-1.24,0.90,-38.07,-83.86,0,938.50,6,imu,"-1.24,0.90,-38.07,-83.86,0,938.50"
3.690696,0,-0.88,0.66,-34.01,-84.93,0,938.50,6,imu,"-0.88,0.66,-34.01,-84.93,0,938.50"
3.701161,0,-0.51,1.14,-27.43,-90.32,0,938.50,6,imu,"-0.51,1.14,-27.43,-90.32,0,938.50"
3.714139,0,-0.14,1.27,-22.88,-84.46,0,938.50,6,imu,"-0.14,1.27,-22.88,-84.46,0,938.50"
3.727201,0,-1.00,1.27,-11.87,-88.04,0,938.50,6,imu,"-1.00,1.27,-11.87,-88.04,0,938.50"
3.737741,0,-0.88,1.14,-11.99,-89.84,0,938.50,6,imu,"-0.88,1.14,-11.99,-89.84,0,938.50"
3.750754,0,-0.88,1.51,-16.06,-85.17,0,938.50,6,imu,"-0.88,1.51,-16.06,-85.17,0,938.50"
3.761258,0,-1.00,1.51,-21.08,-82.66,0,938.50,6,imu,"-1.00,1.51,-21.08,-82.66,0,938.50"
3.774266,0,-0.88,1.76,-30.78,-81.82,0,938.50,6,imu,"-0.88,1.76,-30.78,-81.82,0,938.50"
3.787312,0,-0.27,1.27,-25.99,-85.89,0,938.50,6,imu,"-0.27,1.27,-25.99,-85.89,0,938.50"
3.797772,0,0.22,1.02,-25.99,-87.09,0,938.50,6,imu,"0.22,1.02,-25.99,-87.09,0,938.50"
3.810765,0,-0.75,2.24,-9.84,-77.99,0,938.50,6,imu,"-0.75,2.24,-9.84,-77.99,0,938.50"
3.821233,0,-0.88,1.02,-1.58,-88.88,0,938.50,6,imu,"-0.88,1.02,-1.58,-88.88,0,938.50"
3.834222,0,-0.63,0.29,-4.81,-88.04,0,938.50,6,imu,"-0.63,0.29,-4.81,-88.04,0,938.50"
3.847211,0,-2.34,3.71,-24.31,-80.15,0,938.50,6,imu,"-2.34,3.71,-24.31,-80.15,0,938.50"
3.857681,0,-2.22,3.59,-34.24,-82.42,0,938.50,6,imu,"-2.22,3.59,-34.24,-82.42,0,938.50"
3.869933,0,-1.24,2.00,-36.64,-81.22,0,938.50,6,imu,"-1.24,2.00,-36.64,-81.22,0,938.50"
3.882930,0,-1.37,1.63,-29.70,-87.81,0,938.50,6,imu,"-1.37,1.63,-29.70,-87.81,0,938.50"
3.893169,0,-1.61,4.32,-13.07,-86.01,0,938.50,6,imu,"-1.61,4.32,-13.07,-86.01,0,938.50"
3.906178,0,-0.27,2.12,-9.84,-80.75,0,938.50,6,imu,"-0.27,2.12,-9.84,-80.75,0,938.50"
3.919188,0,-0.27,0.41,-5.53,-69.50,0,938.50,6,imu,"-0.27,0.41,-5.53,-69.50,0,938.50"
3.929695,0,-2.95,3.10,-17.26,-74.88,0,938.50,6,imu,"-2.95,3.10,-17.26,-74.88,0,938.50"
3.942750,0,-3.08,3.71,-26.35,-73.21,0,938.50,6,imu,"-3.08,3.71,-26.35,-73.21,0,938.50"
3.955188,0,-2.46,2.24,-31.61,-68.90,0,938.50,6,imu,"-2.46,2.24,-31.61,-68.90,0,938.50"
3.965417,0,-1.37,-1.54,-49.68,-64.95,0,938.50,6,imu,"-1.37,-1.54,-49.68,-64.95,0,938.50"
3.978402,0,-0.75,-1.67,-37.95,-79.31,0,938.50,6,imu,"-0.75,-1.67,-37.95,-79.31,0,938.50"
3.991403,0,-0.14,-3.38,-5.17,-74.88,0,938.50,6,imu,"-0.14,-3.38,-5.17,-74.88,0,938.50"
4.001913,0,-1.12,-3.86,18.40,-94.15,0,938.50,6,imu,"-1.12,-3.86,18.40,-94.15,0,938.50"
4.014880,0,-1.61,-1.67,5.48,-76.56,0,938.50,6,imu,"-1.61,-1.67,5.48,-76.56,0,938.50"
4.025393,0,-3.08,-1.18,-21.44,-79.91,0,938.50,6,imu,"-3.08,-1.18,-21.44,-79.91,0,938.50"
4.038442,0,-3.08,-0.20,-33.17,-92.23,0,938.50,6,imu,"-3.08,-0.20,-33.17,-92.23,0,938.50"
4.048630,0,,,,,,,1,text,0.2
4.048720,0,,,,,,,2,text,"2,-2.6"
4.051500,0,,,,,,,5,text,"4,-38.55,-84.93,0,938.50"
4.061979,0,0.71,-3.01,-35.56,-95.34,0,938.50,6,imu,"0.71,-3.01,-35.56,-95.34,0,938.50"
4.074956,0,0.71,-1.91,-29.82,-96.90,0,938.50,6,imu,"0.71,-1.91,-29.82,-96.90,0,938.50"
4.085410,0,1.32,-0.32,-11.99,-87.09,0,938.50,6,imu,"1.32,-0.32,-11.99,-87.09,0,938.50"
4.098434,0,0.71,0.17,-22.04,-90.56,0,938.50,6,imu,"0.71,0.17,-22.04,-90.56,0,938.50"
4.108701,0,,,,,,,2,text,"0.22,0."
4.111517,0,,,,,,,5,text,"53,-23.24,-87.21,0,938.50"
4.122034,0,-0.51,1.88,-25.03,-86.37,0,938.50,6,imu,"-0.51,1.88,-25.03,-86.37,0,938.50"
4.135016,0,0.22,0.78,-25.27,-87.09,0,938.50,6,imu,"0.22,0.78,-25.27,-87.09,0,938.50"
4.145485,0,0.47,0.29,-35.44,-77.76,0,938.50,6,imu,"0.47,0.29,-35.44,-77.76,0,938.50"
4.158519,0,-0.14,1.14,-46.93,-87.69,0,938.50,6,imu,"-0.14,1.14,-46.93,-87.69,0,938.50"
4.169052,0,0.96,1.27,-30.42,-79.91,0,938.50,6,imu,"0.96,1.27,-30.42,-79.91,0,938.50"
4.182165,0,0.71,0.78,-26.59,-81.94,0,938.50,6,imu,"0.71,0.78,-26.59,-81.94,0,938.50"
4.195037,7,0.22,0.90,-21.68,-84.22,0,938.50,6,imu,"0.22,0.90,-21.68,-84.22,0,938.50"
4.204920,7,-0.75,0.66,-6.25,-84.46,0,938.50,6,imu,"-0.75,0.66,-6.25,-84.46,0,938.50"
4.204990,7,,,,,,,0,empty,
4.217784,7,-1.24,1.76,-8.88,-85.41,0,938.50,6,imu,"-1.24,1.76,-8.88,-85.41,0,938.50"
4.230511,7,-1.37,2.24,-28.38,-83.02,0,938.50,6,imu,"-1.37,2.24,-28.38,-83.02,0,938.50"
4.243192,7,-0.02,0.90,-44.06,-85.17,0,938.50,6,imu,"-0.02,0.90,-44.06,-85.17,0,938.50"
4.253570,7,0.71,-0.20,-32.33,-86.01,0,938.50,6,imu,"0.71,-0.20,-32.33,-86.01,0,938.50"
4.266144,7,0.83,0.29,-11.15,-92.35,0,938.50,6,imu,"0.83,0.29,-11.15,-92.35,0,938.50"
4.279135,7,-0.63,1.14,20.31,-84.93,0,938.50,6,imu,"-0.63,1.14,20.31,-84.93,0,938.50"
4.289592,7,-1.73,2.12,19.12,-90.80,0,938.50,6,imu,"-1.73,2.12,19.12,-90.80,0,938.50"
4.302579,7,-1.98,2.49,-1.70,-84.93,0,938.50,6,imu,"-1.98,2.49,-1.70,-84.93,0,938.50"
4.313074,7,-2.22,2.85,-33.53,-80.15,0,938.50,6,imu,"-2.22,2.85,-33.53,-80.15,0,938.50"
4.325745,7,-1.24,1.14,-43.58,-86.37,0,938.50,6,imu,"-1.24,1.14,-43.58,-86.37,0,938.50"
4.338739,7,0.10,-0.20,-34.84,-87.81,0,938.50,6,imu,"0.10,-0.20,-34.84,-87.81,0,938.50"
4.349210,7,0.71,0.04,-25.15,-84.46,0,938.50,6,imu,"0.71,0.04,-25.15,-84.46,0,938.50"
4.362191,7,-1.00,0.17,-1.34,-80.99,0,938.50,6,imu,"-1.00,0.17,-1.34,-80.99,0,938.50"
4.375309,7,-2.10,1.76,-3.26,-85.53,0,938.50,6,imu,"-2.10,1.76,-3.26,-85.53,0,938.50"
4.385834,7,-2.71,2.00,-15.94,-83.38,0,938.50,6,imu,"-2.71,2.00,-15.94,-83.38,0,938.50"
4.398869,7,-3.20,2.73,-45.01,-78.83,0,938.50,6,imu,"-3.20,2.73,-45.01,-78.83,0,938.50"
4.409088,7,-2.83,2.12,-49.08,-85.77,0,938.50,6,imu,"-2.83,2.12,-49.08,-85.77,0,938.50"
4.422075,7,-1.49,0.66,-49.56,-88.40,0,938.50,6,imu,"-1.49,0.66,-49.56,-88.40,0,938.50"
4.435101,7,-0.51,0.29,-46.81,-83.14,0,938.50,6,imu,"-0.51,0.29,-46.81,-83.14,0,938.50"
4.445591,7,-0.39,1.02,-31.13,-81.82,0,938.50,6,imu,"-0.39,1.02,-31.13,-81.82,0,938.50"
4.458627,7,-0.88,0.78,-13.91,-87.21,0,938.50,6,imu,"-0.88,0.78,-13.91,-87.21,0,938.50"
4.469125,7,-1.12,0.41,-6.13,-92.59,0,938.50,6,imu,"-1.12,0.41,-6.13,-92.59,0,938.50"
4.482148,7,-1.73,2.00,-9.12,-94.39,0,938.50,6,imu,"-1.73,2.00,-9.12,-94.39,0,938.50"
4.494933,7,-1.85,2.49,-20.37,-91.87,0,938.50,6,imu,"-1.85,2.49,-20.37,-91.87,0,938.50"
4.505413,7,-1.49,2.12,-29.70,-87.81,0,938.50,6,imu,"-1.49,2.12,-29.70,-87.81,0,938.50"
4.518425,7,-0.88,2.73,-35.08,-81.46,0,938.50,6,imu,"-0.88,2.73,-35.08,-81.46,0,938.50"
4.528642,7,,,,,,,2,text,"-0.39,"
4.528721,7,,,,,,,1,text,2.00
4.528825,7,,,,,,,2,text,",-31.85"
4.531562,7,,,,,,,4,text,",-77.99,0,938.50"
4.542023,7,-0.14,1.27,-17.50,-77.52,0,938.50,6,imu,"-0.14,1.27,-17.50,-77.52,0,938.50"
4.555032,7,-1.12,0.90,-0.15,-76.44,0,938.50,6,imu,"-1.12,0.90,-0.15,-76.44,0,938.50"
4.565505,7,-1.98,1.88,-2.06,-83.38,0,938.50,6,imu,"-1.98,1.88,-2.06,-83.38,0,938.50"
4.578527,7,-2.10,2.73,-16.66,-79.67,0,938.50,6,imu,"-2.10,2.73,-16.66,-79.67,0,938.50"
4.588859,7,,,,,,,3,text,"-2.22,3.10,-"
4.589105,7,,,,,,,4,text,"29.34,-81.46,0,938.50"
4.601991,7,-1.12,1.63,-40.83,-80.99,0,938.50,6,imu,"-1.12,1.63,-40.83,-80.99,0,938.50"
4.614828,7,-0.75,1.27,-38.55,-84.10,0,938.50,6,imu,"-0.75,1.27,-38.55,-84.10,0,938.50"
4.624861,7,0.10,1.14,-35.56,-85.89,0,938.50,6,imu,"0.10,1.14,-35.56,-85.89,0,938.50"
4.624923,7,,,,,,,0,empty,
4.637751,7,0.35,1.02,-5.53,-84.81,0,938.50,6,imu,"0.35,1.02,-5.53,-84.81,0,938.50"
4.650620,7,-0.51,1.63,6.79,-86.73,0,938.50,6,imu,"-0.51,1.63,6.79,-86.73,0,938.50"
4.660924,7,-1.24,2.61,2.48,-87.92,0,938.50,6,imu,"-1.24,2.61,2.48,-87.92,0,938.50"
4.673916,7,-2.34,3.95,-34.84,-80.75,0,938.50,6,imu,"-2.34,3.95,-34.84,-80.75,0,938.50"
4.686955,7,-1.98,4.81,-43.70,-78.71,0,938.50,6,imu,"-1.98,4.81,-43.70,-78.71,0,938.50"
4.697531,7,-1.49,3.95,-43.58,-76.80,0,938.50,6,imu,"-1.49,3.95,-43.58,-76.80,0,938.50"
4.710416,7,-0.88,3.10,-38.67,-78.23,0,938.50,6,imu,"-0.88,3.10,-38.67,-78.23,0,938.50"
4.722993,7,-0.02,1.88,-8.76,-77.40,0,938.50,6,imu,"-0.02,1.88,-8.76,-77.40,0,938.50"
4.733346,7,-0.27,1.02,0.69,-81.58,0,938.50,6,imu,"-0.27,1.02,0.69,-81.58,0,938.50"
4.746118,7,-0.39,1.51,2.13,-79.79,0,938.50,6,imu,"-0.39,1.51,2.13,-79.79,0,938.50"
4.759179,7,-1.37,1.27,-2.06,-83.02,0,938.50,6,imu,"-1.37,1.27,-2.06,-83.02,0,938.50"
4.769096,7,-1.37,2.24,-13.07,-83.74,0,938.50,6,imu,"-1.37,2.24,-13.07,-83.74,0,938.50"
4.781565,7,-1.24,1.88,-34.84,-79.79,0,938.50,6,imu,"-1.24,1.88,-34.84,-79.79,0,938.50"
4.794348,7,-1.00,2.00,-27.43,-79.07,0,938.50,6,imu,"-1.00,2.00,-27.43,-79.07,0,938.50"
4.807144,7,-0.63,1.63,-17.61,-82.66,0,938.50,6,imu,"-0.63,1.63,-17.61,-82.66,0,938.50"
4.817429,7,-0.02,1.51,-18.57,-78.95,0,938.50,6,imu,"-0.02,1.51,-18.57,-78.95,0,938.50"
4.829850,7,-0.14,0.90,-21.08,-80.39,0,938.50,6,imu,"-0.14,0.90,-21.08,-80.39,0,938.50"
4.842252,7,-0.88,2.37,-14.62,-81.58,0,938.50,6,imu,"-0.88,2.37,-14.62,-81.58,0,938.50"
4.855151,7,-1.00,2.37,-27.43,-75.36,0,938.50,6,imu,"-1.00,2.37,-27.43,-75.36,0,938.50"
4.865352,7,-1.24,1.88,-28.86,-78.23,0,938.50,6,imu,"-1.24,1.88,-28.86,-78.23,0,938.50"
4.878109,7,-1.24,2.12,-21.56,-82.18,0,938.50,6,imu,"-1.24,2.12,-21.56,-82.18,0,938.50"
4.891143,7,-0.75,2.12,-20.49,-81.22,0,938.50,6,imu,"-0.75,2.12,-20.49,-81.22,0,938.50"
4.901444,7,-0.63,2.49,-17.97,-80.87,0,938.50,6,imu,"-0.63,2.49,-17.97,-80.87,0,938.50"
4.913953,7,0.47,0.90,-16.78,-85.41,0,938.50,6,imu,"0.47,0.90,-16.78,-85.41,0,938.50"
4.926923,7,1.20,0.53,-7.68,-83.50,0,938.50,6,imu,"1.20,0.53,-7.68,-83.50,0,938.50"
4.937369,7,1.08,-0.08,3.56,-83.74,0,938.50,6,imu,"1.08,-0.08,3.56,-83.74,0,938.50"
4.950565,7,0.22,0.29,4.16,-88.88,0,938.50,6,imu,"0.22,0.29,4.16,-88.88,0,938.50"
4.960860,7,,,,,,,3,text,"0.47,1.14,"
4.961115,7,,,,,,,4,text,"-8.76,-83.86,0,938.50"
4.974121,7,-0.02,1.02,-16.78,-71.41,0,938.50,6,imu,"-0.02,1.02,-16.78,-71.41,0,938.50"
4.986878,7,-1.12,1.51,-15.94,-76.44,0,938.50,6,imu,"-1.12,1.51,-15.94,-76.44,0,938.50"
4.997365,7,-0.39,1.39,-28.02,-77.28,0,938.50,6,imu,"-0.39,1.39,-28.02,-77.28,0,938.50"
5.010094,7,-0.27,1.02,-32.81,-71.18,0,938.50,6,imu,"-0.27,1.02,-32.81,-71.18,0,938.50"
5.023030,7,-0.75,1.27,-27.54,-74.05,0,938.50,6,imu,"-0.75,1.27,-27.54,-74.05,0,938.50"
5.033489,7,-0.02,1.02,-25.63,-73.81,0,938.50,6,imu,"-0.02,1.02,-25.63,-73.81,0,938.50"
5.046481,7,-0.14,-0.08,-15.10,-67.94,0,938.50,6,imu,"-0.14,-0.08,-15.10,-67.94,0,938.50"
5.056749,7,,,,,,,3,text,"-0.88,-1.05,"
5.059456,7,,,,,,,4,text,"-1.34,-73.09,0,938.50"
5.069755,7,-2.10,1.51,-14.15,-76.80,0,938.50,6,imu,"-2.10,1.51,-14.15,-76.80,0,938.50"
5.082360,7,-1.85,1.51,-39.99,-69.62,0,938.50,6,imu,"-1.85,1.51,-39.99,-69.62,0,938.50"
5.095378,7,-1.98,1.02,-49.20,-71.77,0,938.50,6,imu,"-1.98,1.02,-49.20,-71.77,0,938.50"
5.105895,7,-1.73,0.04,-40.47,-85.53,0,938.50,6,imu,"-1.73,0.04,-40.47,-85.53,0,938.50"
5.118899,7,-0.27,-0.44,-20.01,-86.85,0,938.50,6,imu,"-0.27,-0.44,-20.01,-86.85,0,938.50"
5.129421,7,-0.27,0.29,-15.70,-89.96,0,938.50,6,imu,"-0.27,0.29,-15.70,-89.96,0,938.50"
5.142430,7,0.10,0.90,-9.84,-97.14,0,938.50,6,imu,"0.10,0.90,-9.84,-97.14,0,938.50"
5.152788,7,,,,,,,3,text,"0.10,-0.32,10.74"
5.155509,7,,,,,,,4,text,",-83.50,0,938.50"
5.165988,7,-1.24,2.12,4.76,-85.05,0,938.50,6,imu,"-1.24,2.12,4.76,-85.05,0,938.50"
