elapsed_s,phase,rot_x_100,rot_y_100,lin_x_100,lin_y_100,pen,bias_z_100,num_fields,line_kind,raw
13.263985,0,-1.00,-0.44,6.55,-33.73,0,938.50,6,imu,"-1.00,-0.44,6.55,-33.73,0,938.50"
13.276984,0,-1.85,1.76,-21.20,-36.24,0,938.50,6,imu,"-1.85,1.76,-21.20,-36.24,0,938.50"
13.287440,0,-1.24,1.27,-31.37,-28.94,0,938.50,6,imu,"-1.24,1.27,-31.37,-28.94,0,938.50"
13.300458,0,-1.24,1.14,-34.96,-28.46,0,938.50,6,imu,"-1.24,1.14,-34.96,-28.46,0,938.50"
13.313454,0,-0.39,0.41,-26.23,-32.53,0,938.50,6,imu,"-0.39,0.41,-26.23,-32.53,0,938.50"
13.323892,0,-0.27,0.78,-18.21,-30.38,0,938.50,6,imu,"-0.27,0.78,-18.21,-30.38,0,938.50"
13.336975,0,-0.63,0.78,-7.68,-29.30,0,938.50,6,imu,"-0.63,0.78,-7.68,-29.30,0,938.50"
13.347428,0,-1.61,-0.20,7.51,-29.30,0,938.50,6,imu,"-1.61,-0.20,7.51,-29.30,0,938.50"
13.360405,0,-2.46,0.29,-1.94,-32.65,0,938.50,6,imu,"-2.46,0.29,-1.94,-32.65,0,938.50"
13.373409,0,-2.46,1.02,-18.57,-32.17,0,938.50,6,imu,"-2.46,1.02,-18.57,-32.17,0,938.50"
13.383793,0,-2.10,0.78,-40.23,-29.90,0,938.50,6,imu,"-2.10,0.78,-40.23,-29.90,0,938.50"
13.396783,0,-1.37,0.17,-41.06,-33.49,0,938.50,6,imu,"-1.37,0.17,-41.06,-33.49,0,938.50"
13.407106,0,,,,,,,3,text,"-0.75,-0.08,-34.6"
13.407157,0,,,,,,,2,text,"0,"
13.409859,0,,,,,,,3,text,"-35.16,0,938.50"
13.420315,0,-0.51,0.29,-23.84,-35.52,0,938.50,6,imu,"-0.51,0.29,-23.84,-35.52,0,938.50"
13.432990,0,-0.63,1.02,-3.38,-41.26,0,938.50,6,imu,"-0.63,1.02,-3.38,-41.26,0,938.50"
13.443452,0,-0.88,0.53,6.07,-38.87,0,938.50,6,imu,"-0.88,0.53,6.07,-38.87,0,938.50"
13.456449,0,-1.24,0.17,1.77,-37.20,0,938.50,6,imu,"-1.24,0.17,1.77,-37.20,0,938.50"
13.469442,0,-1.00,1.27,-29.70,-33.73,0,938.50,6,imu,"-1.00,1.27,-29.70,-33.73,0,938.50"
13.479896,0,-1.00,1.51,-38.19,-28.82,0,938.50,6,imu,"-1.00,1.51,-38.19,-28.82,0,938.50"
13.492868,0,-1.00,2.00,-38.19,-30.62,0,938.50,6,imu,"-1.00,2.00,-38.19,-30.62,0,938.50"
13.505359,0,-0.27,1.63,-26.47,-30.62,0,938.50,6,imu,"-0.27,1.63,-26.47,-30.62,0,938.50"
13.515835,0,-0.02,2.00,-16.54,-30.98,0,938.50,6,imu,"-0.02,2.00,-16.54,-30.98,0,938.50"
13.528378,0,-0.27,1.63,-6.13,-29.06,0,938.50,6,imu,"-0.27,1.63,-6.13,-29.06,0,938.50"
13.541357,0,-0.75,1.51,0.57,-30.86,0,938.50,6,imu,"-0.75,1.51,0.57,-30.86,0,938.50"
13.551789,0,-1.98,1.14,1.53,-30.62,0,938.50,6,imu,"-1.98,1.14,1.53,-30.62,0,938.50"
13.564762,0,-2.10,1.02,-9.48,-31.81,0,938.50,6,imu,"-2.10,1.02,-9.48,-31.81,0,938.50"
13.577728,0,-1.85,0.66,-24.67,-29.66,0,938.50,6,imu,"-1.85,0.66,-24.67,-29.66,0,938.50"
13.588223,0,-1.00,-0.08,-36.76,-34.56,0,938.50,6,imu,"-1.00,-0.08,-36.76,-34.56,0,938.50"
13.601202,0,-0.39,-0.57,-34.48,-33.13,0,938.50,6,imu,"-0.39,-0.57,-34.48,-33.13,0,938.50"
13.611677,0,-0.27,-0.08,-28.02,-36.72,0,938.50,6,imu,"-0.27,-0.08,-28.02,-36.72,0,938.50"
13.624680,0,-0.51,0.90,-9.48,-38.39,0,938.50,6,imu,"-0.51,0.90,-9.48,-38.39,0,938.50"
13.634920,0,,,,,,,2,text,"-0.51,0.9"
13.637714,0,,,,,,,5,text,"0,-0.75,-36.72,0,938.50"
13.648209,0,-0.88,0.41,-3.50,-29.54,0,938.50,6,imu,"-0.88,0.41,-3.50,-29.54,0,938.50"
13.661154,0,-1.73,1.88,-19.05,-32.17,0,938.50,6,imu,"-1.73,1.88,-19.05,-32.17,0,938.50"
13.671610,0,-1.00,1.51,-26.71,-30.02,0,938.50,6,imu,"-1.00,1.51,-26.71,-30.02,0,938.50"
13.684630,0,-1.00,1.27,-26.47,-31.81,0,938.50,6,imu,"-1.00,1.27,-26.47,-31.81,0,938.50"
13.694810,0,,,,,,,1,text,-0.
13.694896,0,,,,,,,2,text,"51,0.5"
13.697688,0,,,,,,,5,text,"3,-28.02,-37.91,0,938.50"
13.708143,0,-0.14,2.00,-21.68,-35.04,0,938.50,6,imu,"-0.14,2.00,-21.68,-35.04,0,938.50"
13.721111,0,-0.27,2.00,-14.86,-33.01,0,938.50,6,imu,"-0.27,2.00,-14.86,-33.01,0,938.50"
13.731565,0,-0.27,1.51,-4.45,-33.49,0,938.50,6,imu,"-0.27,1.51,-4.45,-33.49,0,938.50"
13.744528,0,-0.75,1.02,-5.05,-30.38,0,938.50,6,imu,"-0.75,1.02,-5.05,-30.38,0,938.50"
13.757501,0,-1.24,1.14,-2.78,-24.75,0,938.50,6,imu,"-1.24,1.14,-2.78,-24.75,0,938.50"
13.767985,0,-1.73,0.41,-14.50,-23.44,0,938.50,6,imu,"-1.73,0.41,-14.50,-23.44,0,938.50"
13.780632,0,-1.37,0.29,-32.57,-27.39,0,938.50,6,imu,"-1.37,0.29,-32.57,-27.39,0,938.50"
13.793632,0,-1.12,-0.57,-34.96,-31.33,0,938.50,6,imu,"-1.12,-0.57,-34.96,-31.33,0,938.50"
13.804099,0,-1.00,-0.08,-32.09,-34.92,0,938.50,6,imu,"-1.00,-0.08,-32.09,-34.92,0,938.50"
13.817097,0,-0.63,0.17,-29.46,-38.63,0,938.50,6,imu,"-0.63,0.17,-29.46,-38.63,0,938.50"
13.827567,0,-0.27,0.53,-14.38,-38.27,0,938.50,6,imu,"-0.27,0.53,-14.38,-38.27,0,938.50"
13.840265,0,-0.51,0.66,-2.54,-36.72,0,938.50,6,imu,"-0.51,0.66,-2.54,-36.72,0,938.50"
13.853258,0,-0.88,0.53,4.88,-36.48,0,938.50,6,imu,"-0.88,0.53,4.88,-36.48,0,938.50"
13.863739,0,-1.73,0.90,-12.11,-34.33,0,938.50,6,imu,"-1.73,0.90,-12.11,-34.33,0,938.50"
13.876775,0,-1.49,0.90,-26.59,-33.49,0,938.50,6,imu,"-1.49,0.90,-26.59,-33.49,0,938.50"
13.889761,0,-0.88,0.04,-33.89,-31.10,0,938.50,6,imu,"-0.88,0.04,-33.89,-31.10,0,938.50"
13.900276,0,-0.14,-0.20,-31.01,-37.80,0,938.50,6,imu,"-0.14,-0.20,-31.01,-37.80,0,938.50"
13.913251,0,0.35,0.04,-26.35,-37.91,0,938.50,6,imu,"0.35,0.04,-26.35,-37.91,0,938.50"
13.923692,0,0.35,0.90,-18.81,-36.12,0,938.50,6,imu,"0.35,0.90,-18.81,-36.12,0,938.50"
13.936671,0,-0.02,1.63,-7.68,-33.13,0,938.50,6,imu,"-0.02,1.63,-7.68,-33.13,0,938.50"
13.949675,0,-0.75,-0.57,9.66,-30.26,0,938.50,6,imu,"-0.75,-0.57,9.66,-30.26,0,938.50"
13.960141,0,-1.49,0.41,-2.30,-31.33,0,938.50,6,imu,"-1.49,0.41,-2.30,-31.33,0,938.50"
13.973125,0,-1.85,1.27,-18.93,-30.50,0,938.50,6,imu,"-1.85,1.27,-18.93,-30.50,0,938.50"
13.983581,0,-0.88,0.17,-43.46,-28.94,0,938.50,6,imu,"-0.88,0.17,-43.46,-28.94,0,938.50"
13.996289,0,-0.51,-0.69,-37.24,-30.26,0,938.50,6,imu,"-0.51,-0.69,-37.24,-30.26,0,938.50"
14.009272,0,-0.63,0.17,-28.38,-37.80,0,938.50,6,imu,"-0.63,0.17,-28.38,-37.80,0,938.50"
14.019297,0,0.22,1.27,-10.56,-45.21,0,938.50,6,imu,"0.22,1.27,-10.56,-45.21,0,938.50"
14.032282,0,0.35,0.53,1.05,-39.23,0,938.50,6,imu,"0.35,0.53,1.05,-39.23,0,938.50"
14.045293,0,-0.63,-0.32,5.72,-33.97,0,938.50,6,imu,"-0.63,-0.32,5.72,-33.97,0,938.50"
14.055448,0,-1.49,1.14,-20.61,-33.13,0,938.50,6,imu,"-1.49,1.14,-20.61,-33.13,0,938.50"
14.068421,0,-1.12,1.14,-34.96,-22.72,0,938.50,6,imu,"-1.12,1.14,-34.96,-22.72,0,938.50"
14.081483,0,-1.49,1.27,-39.03,-24.28,0,938.50,6,imu,"-1.49,1.27,-39.03,-24.28,0,938.50"
14.091684,0,-1.37,0.66,-36.76,-31.33,0,938.50,6,imu,"-1.37,0.66,-36.76,-31.33,0,938.50"
14.104706,0,-0.14,1.14,-26.59,-37.80,0,938.50,6,imu,"-0.14,1.14,-26.59,-37.80,0,938.50"
14.114884,0,,,,,,,1,text,-0.
14.115004,0,,,,,,,3,text,"14,1.27,-"
14.117760,0,,,,,,,4,text,"12.47,-40.43,0,938.50"
14.128166,0,-0.39,0.53,5.36,-40.19,0,938.50,6,imu,"-0.39,0.53,5.36,-40.19,0,938.50"
14.141139,0,-1.49,0.90,1.65,-38.15,0,938.50,6,imu,"-1.49,0.90,1.65,-38.15,0,938.50"
14.151611,0,-1.61,1.39,-15.94,-29.54,0,938.50,6,imu,"-1.61,1.39,-15.94,-29.54,0,938.50"
14.164611,0,-1.61,1.39,-30.66,-28.58,0,938.50,6,imu,"-1.61,1.39,-30.66,-28.58,0,938.50"
14.174805,0,,,,,,,1,text,-1.0
14.177669,0,0,0.53,-38.91,-28.82,0,938.50,6,imu,"0,0.53,-38.91,-28.82,0,938.50"
14.188140,0,-0.63,0.17,-35.20,-36.12,0,938.50,6,imu,"-0.63,0.17,-35.20,-36.12,0,938.50"
14.201166,0,0.10,0.17,-28.26,-37.20,0,938.50,6,imu,"0.10,0.17,-28.26,-37.20,0,938.50"
14.211659,0,-0.02,0.29,-17.97,-35.28,0,938.50,6,imu,"-0.02,0.29,-17.97,-35.28,0,938.50"
14.224614,0,-1.24,0.17,7.51,-38.87,0,938.50,6,imu,"-1.24,0.17,7.51,-38.87,0,938.50"
14.234797,0,,,,,,,1,text,-1
14.234874,0,,,,,,,2,text,".61,"
14.237690,0,,,,,,,5,text,"0.66,3.44,-40.55,0,938.50"
14.247973,0,-1.61,1.27,-15.10,-38.39,0,938.50,6,imu,"-1.61,1.27,-15.10,-38.39,0,938.50"
14.260922,0,-1.49,1.02,-36.28,-31.10,0,938.50,6,imu,"-1.49,1.02,-36.28,-31.10,0,938.50"
14.273396,0,-1.00,0.29,-36.88,-33.25,0,938.50,6,imu,"-1.00,0.29,-36.88,-33.25,0,938.50"
14.283879,0,-0.63,0.04,-32.57,-35.04,0,938.50,6,imu,"-0.63,0.04,-32.57,-35.04,0,938.50"
14.296857,0,-0.39,1.39,-23.36,-38.99,0,938.50,6,imu,"-0.39,1.39,-23.36,-38.99,0,938.50"
14.307310,0,-0.39,1.63,-14.62,-38.87,0,938.50,6,imu,"-0.39,1.63,-14.62,-38.87,0,938.50"
14.320289,0,-0.75,1.39,-3.50,-39.95,0,938.50,6,imu,"-0.75,1.39,-3.50,-39.95,0,938.50"
14.333265,0,-1.12,1.76,-1.82,-39.11,0,938.50,6,imu,"-1.12,1.76,-1.82,-39.11,0,938.50"
14.343759,0,-1.37,2.00,-14.03,-33.73,0,938.50,6,imu,"-1.37,2.00,-14.03,-33.73,0,938.50"
14.356772,0,-1.37,1.88,-25.27,-31.10,0,938.50,6,imu,"-1.37,1.88,-25.27,-31.10,0,938.50"
14.367083,0,,,,,,,3,text,"-1.24,1.27,-32.69"
14.369828,0,,,,,,,4,text,",-31.57,0,938.50"
14.380269,0,-0.27,0.17,-30.18,-34.21,0,938.50,6,imu,"-0.27,0.17,-30.18,-34.21,0,938.50"
14.393280,0,-0.02,0.29,-26.47,-34.21,0,938.50,6,imu,"-0.02,0.29,-26.47,-34.21,0,938.50"
14.403733,0,0.22,0.29,-19.29,-34.80,0,938.50,6,imu,"0.22,0.29,-19.29,-34.80,0,938.50"
14.416716,0,-0.51,0.66,0.93,-33.97,0,938.50,6,imu,"-0.51,0.66,0.93,-33.97,0,938.50"
14.427301,0,-1.37,0.17,8.47,-33.73,0,938.50,6,imu,"-1.37,0.17,8.47,-33.73,0,938.50"
14.440316,0,-1.98,0.41,-2.18,-36.36,0,938.50,6,imu,"-1.98,0.41,-2.18,-36.36,0,938.50"
14.453335,0,-1.37,0.90,-39.99,-31.10,0,938.50,6,imu,"-1.37,0.90,-39.99,-31.10,0,938.50"
14.463817,0,-1.12,0.78,-47.17,-32.77,0,938.50,6,imu,"-1.12,0.78,-47.17,-32.77,0,938.50"
14.476836,0,-0.63,0.66,-42.38,-37.08,0,938.50,6,imu,"-0.63,0.66,-42.38,-37.08,0,938.50"
14.487318,0,-0.02,0.66,-32.81,-39.23,0,938.50,6,imu,"-0.02,0.66,-32.81,-39.23,0,938.50"
14.500270,0,0.22,1.27,-2.66,-38.03,0,938.50,6,imu,"0.22,1.27,-2.66,-38.03,0,938.50"
14.513245,0,-0.27,0.66,5.48,-38.75,0,938.50,6,imu,"-0.27,0.66,5.48,-38.75,0,938.50"
14.523698,0,-0.88,1.14,2.37,-41.15,0,938.50,6,imu,"-0.88,1.14,2.37,-41.15,0,938.50"
14.536684,0,-1.12,1.27,-16.78,-29.66,0,938.50,6,imu,"-1.12,1.27,-16.78,-29.66,0,938.50"
14.549484,0,-1.49,1.14,-25.51,-31.10,0,938.50,6,imu,"-1.49,1.14,-25.51,-31.10,0,938.50"
14.559945,0,-1.24,1.02,-29.46,-33.97,0,938.50,6,imu,"-1.24,1.02,-29.46,-33.97,0,938.50"
14.572929,0,-0.63,1.39,-33.05,-33.13,0,938.50,6,imu,"-0.63,1.39,-33.05,-33.13,0,938.50"
14.583391,0,-0.39,1.51,-32.33,-33.61,0,938.50,6,imu,"-0.39,1.51,-32.33,-33.61,0,938.50"
14.596374,0,-0.27,1.63,-24.55,-34.92,0,938.50,6,imu,"-0.27,1.63,-24.55,-34.92,0,938.50"
14.609371,0,-0.02,1.63,-10.20,-32.29,0,938.50,6,imu,"-0.02,1.63,-10.20,-32.29,0,938.50"
14.619831,0,-1.37,0.41,12.30,-35.52,0,938.50,6,imu,"-1.37,0.41,12.30,-35.52,0,938.50"
